Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
23,2,4,212.47455934034667,24.970430262568396,-28.47676257718188,203.55919300205855,22.564860618652,209.5331364439234,33.24157931877798,221.67087358228184,26.92654358382759,214.832415357035,17.340492587585494
23,3,1,213.76294792587717,52.04424922147637,-29.574851241784565,201.94350744444165,49.35833767048199,209.00668282746295,60.11416296067658,227.88506497336604,53.47470453108436,217.203141942303,43.84987744556013
23,3,2,229.1924149619844,44.74952068038642,-40.43236067522792,217.38690860560146,43.761030551299505,228.088951488711,53.3665293922048,241.15052846882406,44.60055337794205,229.95894015003265,36.822397064952874
23,3,3,242.90540075072937,53.209963700220975,126.48175614708818,255.55455353302466,51.377815148573355,241.44005105272538,44.770920835146995,228.3897586370306,53.57701068336753,244.86916395582855,61.6505235005187
23,3,4,226.50040994786406,62.273034969499804,141.05497908754165,244.65317665059507,61.773457104512936,228.16473631152172,53.67502049192125,209.2076922345229,60.34335851148292,223.808567029499,70.14102803077981
23,4,1,248.0472556928525,70.0840681840092,-57.21123462564227,224.43662133910368,70.34574418648094,256.58900168604436,78.27031857901585,269.72760970942005,66.63614092376046,244.61468606425183,61.68763337700238
23,4,2,261.0394533760046,58.80046228797448,-68.48951591740321,244.79858784509938,61.54536592170679,269.797516094512,66.47204240450647,274.34931752410273,54.45159097299263,255.90757284252902,51.40723065855417
23,4,3,285.3802197157921,60.866277013649956,87.43993768507009,294.7018670774507,54.665651698142355,274.83605377473026,54.49184037234704,270.53340387990977,66.53349556074369,300.43395966119266,66.1360204917976
23,4,4,286.7345402205116,73.38708102058044,86.64275611461201,300.54032703304944,66.29388192204483,270.45370209171114,66.70499686505296,257.8358241939913,78.3854305923142,314.44546269708616,77.3487945205772
24,1,1,243.380753752306,34.86387173913405,152.62772033451972,252.85638332207208,36.914963386536826,246.4522281827394,26.786888815002417,233.6682582279832,31.84185891959353,239.49229577797422,42.81867238992031
24,1,2,228.78784533548531,39.664230507824634,162.27079519510224,239.27404345058147,42.88170337420675,233.47478999945233,31.896543082201823,219.42103855933777,35.51156991214012,223.45010829655627,46.59276073585115
24,1,3,224.3587950741258,27.926602366859743,-17.141593840620768,216.66399396044102,24.023714405945253,219.34862224236656,35.273063145521554,233.3626639890151,31.653473973244818,228.83605794196941,20.456155385986726
24,1,4,237.48424270640393,23.67222498156594,-22.09460667060996,229.01135135488153,20.39808418110576,233.55072789492044,31.58934627850307,246.31525637791913,26.559018955541124,240.70205522250427,16.31870785351531
24,2,1,262.57698966136513,54.56618497239918,135.76300235414152,276.14660981035587,53.94427678526125,263.04703813172523,46.08157009769119,247.9309394652388,53.5069725151728,261.6099628574838,63.06003884873089
24,2,2,243.0475261892689,61.89985177718443,153.12770047542827,261.34395733775204,63.18489620393789,247.68460698126987,53.609828944315446,227.44505403011289,58.387447625603144,235.8601162058206,69.28477569590405
24,2,3,234.1114917125243,50.59737799909883,-20.882270464400232,223.4584290451184,46.87840046397357,227.32177906561543,58.12361147636211,247.44413995580751,53.36698512505511,239.137299379062,42.814512170947296
24,2,4,250.76394377022362,44.866992827062816,-32.50547518672732,239.34244449909778,42.742621483907705,247.69097812183122,53.27620765545013,262.7820272396294,45.88590881060386,252.89055556251802,37.08935589533826
